Name,EP,GP
Destinyjoker,8856,372
Dtopd,8856,200
.Seed/Seardna,8856,425
gandamo,6319,224
Sword,6883,388
Baowen,1035,200
HolyWallet🍒,8856,313
Highriskx (Mosanz),8856,200
megicianred,1669,200
SaltFishMax,6416,356
Nekgned,8856,312
Chubbyhoof,8856,413
LyleLyle,8753,200
Qialifornia,0,200
Marclegend,8856,340
Yokey,7122,291
Nugliar-Only my railgun,4318,468
Nailyo,8856,200
Necromanncer,8856,200
Icebluesky,8856,252
Cocacolaa,8856,214
Vermouth,2864,200
Pipinee,8235,265
Amai,8856,200
backkom,8856,265
Vurtnè,8172,200
Edoo / Haltwok,8168,324
AliceLiu,2864,200
Tiansoli,8761,200
Urel,8856,200
luckyfive,5769,200
Itchyspider,5769,200
Liiet,8856,200
Lan James,5769,200
Hitop,0,200
Riverwind,0,200
1cebox,477,200
Nigeniu,7247,342
ding,1669,319
Carepp,6754,245
Ivankatrumpp,3985,200
Drunkchef,284,200
Dundunbro,2398,225
PusureDai 扑朔,8856,200
Shibo,2398,352
Jumppluff,8590,200
Jazo,204,200
Tearsinrain狮子🦁,305,200
Qialifivenia,8856,279
Cowbulous_BWL,8058,200
courtnylove,0,200
Kurogewagyu,7967,306
Pipidroo,8856,254
Elmelloi,8856,200
Toolmann,8856,378
Qiarolina,8856,222
Jiajunpeng,7989,348
Norinco,8856,313
kokdayo,388,200
byenew司令缺德,3637,200
