Name,EP,GP
Destinyjoker,7369,255
Dtopd,8962,250
.Seed/Seardna,9164,253
gandamo,4707,200
Sword,7600,200
Baowen,493,200
Highriskx (Mosanz),9164,200
megicianred,5103,200
SaltFishMax,4126,200
Nekgned,9164,200
Chubbyhoof,5913,200
LyleLyle,4687,200
Qialifornia,0,200
Marclegend,945,200
Yokey,8334,200
Nugliar-Only my railgun,6681,200
Nailyo,1795,200
Necromanncer,9164,241
Icebluesky,0,200
Cocacolaa,9164,454
Vermouth,1368,200
Pipinee,7921,200
Amai,9164,200
backkom,9164,201
Vurtnè,8334,200
Edoo / Haltwok,5027,200
AliceLiu,1401,200
Tiansoli,8307,200
Urel,9164,200
luckyfive,2756,200
Itchyspider,2756,200
Liiet,6603,200
Lan James,3701,200
Hitop,0,200
Riverwind,0,200
1cebox,226,200
Nigeniu,5012,208
ding,3931,490
Carepp,4911,200
Ivankatrumpp,1903,200
Drunkchef,134,200
Dundunbro,6048,350
PusureDai 扑朔,7211,200
Shibo,5130,200
Jumppluff,7566,228
Jazo,95,200
Tearsinrain狮子🦁,144,200
Qialifivenia,9164,200
Cowbulous_BWL,6366,200
courtnylove,0,200
Kurogewagyu,8739,226
Pipidroo,9164,216
Elmelloi,9164,200
Toolmann,5913,200
Qiarolina,9164,200
Jiajunpeng,5066,200
Norinco,9164,235
kokdayo,183,200
byenew司令缺德,1737,200
Canonind,6048,200
peintre,4252,200
Thehao,1795,213
Lwzs,6048,200
jiang887769,0,200
Winguards,6048,200
GAYUE/Pirateglass,6048,200
evering,6048,281
Tongsini,6048,214
Moonhalfii,6048,200
quitgamble,6048,200
Cyansoul,5103,200
Lynx,6048,200
Sanjidaoa,0,200
Fishatm,6048,200
Tago,5103,200
FS-Youdianniu,4252,265
Sarraah,5103,200
Ylferif & Exciting,6048,272
DZ-Giaogiao,4252,200
Oxygenll,6048,200
darthpanda,0,200
Mgzz,5103,200
Daigg,5103,277
Crispyflower,6048,200
Sbzz,5103,200
Yokidouki,6048,305
unclenine,6048,200
Relodk,0,200
Rui Fan,0,200
Casic,0,200
Mentor,945,200
didizhan/fredawn/axiong,945,200
Bobahasaheart,0,200
