Name,EP,GP
Destinyjoker,4429,200
Dtopd,4429,330
Seed/Seardna,4429,200
gandamo,4429,318
Baowen,1593,200
HolyWallet,4429,268
Highriskx (Mosanz),4429,213
Nekgned,4429,200
Chubbyhoof,4429,419
LyleLyle,3249,200
Qialifornia,0,200
MarcLegend,4429,200
Nailyo,4429,257
Necromanncer,4429,277
Icebluesky,4429,292
Cocacolaa,4429,200
Vermouth,4429,200
Pipinee,2814,235
Amai,4429,200
backkom,4429,289
Vurtnè,1795,297
Edoo,4429,248
AliceLiu,4429,251
Tiansoli,3664,200
Urel,4429,415
luckyfive,4429,200
Itchyspider,4429,200
Liiet,4429,200
Lan James,4429,354
Hitop,0,200
Riverwind,0,200
1cebox,4393,200
Nigeniu,4429,283
ding,4429,279
Ivankatrumpp,3249,200
Drunkchef,3249,200
PusureDai 扑朔,4429,200
Jumppluff,4429,275
Jazo,0,200
Tearsinrain狮子🦁,3484,200
Qialifivenia,4429,282
Cowbulous_BWL,4429,209
courtnylove,0,200
Kurogewagyu,4429,312
Pipidroo,4429,200
Elmelloi,4429,437
BeyondH,0,200
Toolmann,4429,261
Qiarolina,4429,200
Jiajunpeng,4429,252
Norinco,4429,225
kokdayo,4429,262
byenew,4429,218
