Name,EP,GP
Destinyjoker,8968,570
Dtopd,8968,200
.Seed/Seardna,8968,423
gandamo,6063,270
Sword,7370,314
Baowen,837,200
HolyWallet🍒,8968,252
Highriskx (Mosanz),8968,200
megicianred,2652,241
SaltFishMax,6992,288
Nekgned,8968,252
Chubbyhoof,8968,333
LyleLyle,7939,200
Qialifornia,0,200
Marclegend,8118,275
Yokey,7563,234
Nugliar-Only my railgun,5090,378
Nailyo,8968,225
Necromanncer,8968,200
Icebluesky,8968,261
Cocacolaa,8968,300
Vermouth,2319,200
Pipinee,8465,285
Amai,8968,200
backkom,8968,343
Vurtnè,7563,200
Edoo / Haltwok,7466,261
AliceLiu,2319,200
Tiansoli,8891,200
Urel,8968,200
luckyfive,4672,200
Itchyspider,4672,200
Liiet,8968,200
Lan James,4672,200
Hitop,0,200
Riverwind,0,200
1cebox,386,200
Nigeniu,7440,276
ding,3147,372
Carepp,6424,200
Ivankatrumpp,3227,200
Drunkchef,229,200
Dundunbro,3692,264
PusureDai 扑朔,8968,266
Shibo,3737,284
Jumppluff,8753,454
Jazo,164,200
Tearsinrain狮子🦁,246,200
Qialifivenia,8968,225
Cowbulous_BWL,8322,200
courtnylove,0,200
Kurogewagyu,8248,247
Pipidroo,8968,205
Elmelloi,8968,200
Toolmann,8968,306
Qiarolina,8968,200
Jiajunpeng,7416,281
Norinco,8968,252
kokdayo,314,200
byenew司令缺德,2945,200
Canonind,945,348
