Name,EP,GP
Destinyjoker,2565,200
Dtopd,2565,308
Seed/Seardna,2565,200
gandamo,2565,238
Baowen,0,200
HolyWallet,2565,200
Highriskx (Mosanz),2565,200
Nekgned,2565,200
Chubbyhoof,2565,309
LyleLyle,945,200
Qialifornia,0,200
MarcLegend,2565,200
Nailyo,2565,200
Necromanncer,2565,286
Icebluesky,2565,403
Cocacolaa,2565,200
Vermouth,2565,200
Amai,2565,200
backkom,2565,267
Vurtnè,0,200
Edoo,2565,342
AliceLiu,2565,200
Tiansoli,2565,265
luckyfive,2565,200
Itchyspider,2565,267
Liiet,2565,200
Lan James,2565,342
Hitop,0,200
Riverwind,0,200
1cebox,2565,214
Nigeniu,2565,200
Ivankatrumpp,945,200
PusureDai 扑朔,2565,200
Jumppluff,2565,200
Tearsinrain狮子🦁,2565,200
Qialifivenia,2565,200
Cowbulous_BWL,2565,288
Kurogewagyu,2565,200
Pipidroo,2565,233
Elmelloi,2565,378
Qiarolina,2565,200
Jiajunpeng,2565,200
Norinco,2565,201
kokdayo,2565,362
byenew,2565,300
courtnylove,0,200
Jazo,0,200
ding,2565,241
Pipinee,2565,325
Toolmann,2565,360
Urel,2565,351
喵星人小肥,0,200
Drunkchef,945,200
