Name,EP,GP
Destinyjoker,6779,200
Dtopd,6779,200
...Seed/Seardna,6779,200
gandamo,6779,200
Baowen,5236,200
HolyWallet🍐,6779,200
Highriskx (Mosanz),6779,207
SaltFishMax,1286,200
Nekgned,6779,200
Chubbyhoof,6779,317
LyleLyle,6153,239
Qialifornia,0,200
Marclegend,6779,308
Nailyo,6779,307
Necromanncer,6779,200
Icebluesky,6779,257
Cocacolaa,6779,243
Vermouth,6779,393
Pipinee,5921,333
Amai,6779,200
backkom,6779,289
Vurtnè,5381,388
Edoo,6779,200
AliceLiu,6779,286
Tiansoli,6372,345
Urel,6779,246
luckyfive,6779,200
Itchyspider,6779,373
Liiet,6779,409
Lan James,6779,243
Hitop,0,200
Riverwind,0,200
1cebox,2891,200
Nigeniu,6648,457
ding,5929,233
Ivankatrumpp,6153,200
Drunkchef,1725,200
Olw,0,200
PusureDai 扑朔,6779,249
Jumppluff,6779,590
Jazo,1246,200
Tearsinrain狮子🦁,1849,200
Qialifivenia,6779,238
Cowbulous_BWL,6779,200
courtnylove,0,200
Kurogewagyu,6597,375
Pipidroo,6779,200
Elmelloi,6779,230
BeyondH,0,200
Toolmann,6779,285
Qiarolina,6779,200
Jiajunpeng,5794,289
Norinco,6779,200
kokdayo,2352,200
byenew司令缺德,6779,200
